,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
遵义市,39.76,40.87,42.5,43.88,45.64,266.26,676.56,684.85,692.37,697.41,704.85,713.42,723.01,725.54,732.3,739.4,744.02,750.86,784.16,771.9,771.4,778.5,787.0,793.35,802.0,805.0,812.0,819.0
邢台市,86.92,622.2,627.88,633.1,634.33,639.67,646.47,651.18,658.94,661.36,663.83,667.44,671.97,675.08,683.3,694.68,706.36,718.63,732.03,736.9,747.7,762.9,772.9,780.39,788.0,790.0,797.0,801.0
那曲市,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,54.0,54.0
邯郸市,215.09,781.77,788.3,794.28,799.72,807.56,815.0,820.98,838.48,844.33,849.93,857.09,863.35,871.43,884.12,896.36,928.08,942.77,963.5,980.0,993.1,994.0,1029.5,1049.7,1055.0,1051.0,1058.0,1061.0
邵阳市,687.75,691.66,696.21,700.9,706.61,711.04,717.28,721.14,726.0,726.85,728.55,732.35,739.7,744.0,746.39,749.6,754.09,764.14,793.97,797.5,801.3,808.3,819.0,821.37,830.0,826.0,828.0,826.0
郑州市,555.97,567.7,576.13,583.58,589.41,597.33,606.02,615.36,628.02,638.91,649.09,661.07,671.15,679.7,691.62,707.01,719.61,731.47,963.0,1010.1,1072.5,919.1,937.8,810.49,827.0,842.0,864.0,882.0
郴州市,23.78,24.42,434.79,438.21,441.69,444.76,447.52,450.03,453.0,455.46,458.24,455.27,457.71,460.88,463.02,466.39,471.0,473.86,502.07,506.5,509.8,512.1,518.8,528.27,535.0,534.0,535.0,534.0
鄂尔多斯市,21.3,21.66,,,,,,,,132.83,134.42,135.97,136.87,137.86,141.0,143.99,149.69,149.48,152.38,158.2,152.1,154.3,156.0,157.32,159.0,161.0,162.0,164.0
鄂州市,95.0,97.01,98.29,99.92,100.66,101.37,103.17,103.86,102.27,103.3,103.64,104.33,105.32,104.32,106.44,107.01,106.82,107.24,108.46,109.4,109.4,109.8,110.2,110.29,111.0,111.0,111.0,112.0
酒泉市,30.57,30.73,31.12,31.55,31.91,,,,,,96.2,91.84,92.53,90.26,91.16,93.57,95.8,96.42,97.95,99.1,98.8,110.8,111.2,111.54,112.0,99.0,99.0,99.0
重庆市,1496.96,1503.65,1512.41,1520.41,1529.71,3042.92,3099.69,3072.34,3091.09,3097.91,3113.83,3130.1,3144.23,3169.16,3198.87,3235.32,3257.05,3275.61,3303.45,3329.8,3343.4,3358.4,3375.2,3371.84,3392.0,3390.0,3404.0,3416.0
金华市,429.71,431.58,433.64,436.24,438.6,440.51,442.96,444.33,446.42,447.94,449.19,449.91,451.7,454.13,456.8,459.19,461.41,463.68,466.65,469.1,470.6,473.4,475.1,478.09,481.0,486.0,489.0,492.0
金昌市,39.24,40.09,40.81,41.64,42.34,42.64,44.1,44.69,45.25,45.55,45.85,46.03,46.31,46.57,46.83,47.3,47.29,47.57,46.48,46.6,46.7,46.9,47.0,45.69,46.0,46.0,45.0,45.0
钦州市,106.44,107.5,31.0,300.97,304.63,308.37,311.43,314.82,326.86,329.85,333.44,336.74,344.01,341.1,348.56,355.99,364.51,371.19,387.65,391.2,391.7,396.5,402.0,404.1,409.0,411.0,415.0,418.0
铁岭市,362.07,287.21,288.54,290.3,291.75,294.13,295.62,296.99,298.5,298.86,299.33,299.44,300.43,302.55,304.54,305.4,305.93,306.06,305.15,304.9,302.2,301.9,302.0,300.38,300.0,294.0,292.0,289.0
铜仁市,,,,,,,,,,,,,,,,,,,,427.2,426.5,429.2,432.3,436.83,441.0,440.0,444.0,446.0
铜川市,78.54,79.17,79.74,80.42,80.81,81.71,82.28,82.5,83.22,83.5,83.79,83.98,84.33,84.39,84.55,84.86,85.06,85.31,85.44,85.5,85.3,85.6,84.1,83.64,84.0,83.0,80.0,79.0
铜陵市,63.55,64.05,65.4,66.35,66.56,67.05,67.7,68.5,69.0,69.7,70.32,70.91,71.63,72.22,73.11,73.65,73.89,73.99,74.01,74.2,74.2,74.2,73.8,73.8,171.0,171.0,171.0,171.0
银川市,84.29,85.71,87.83,89.38,91.05,92.83,94.34,95.38,100.94,103.91,132.96,133.01,137.79,140.6,144.68,148.79,152.27,155.55,158.8,162.2,167.2,172.6,196.0,179.23,184.0,189.0,193.0,200.0
锦州市,295.31,296.77,298.53,300.69,302.5,303.45,304.17,305.44,306.44,307.2,307.15,307.47,307.84,308.32,309.2,309.41,310.19,310.19,308.35,308.3,307.9,305.9,305.3,302.56,302.0,296.0,295.0,293.0
镇江市,259.91,261.54,262.46,263.27,264.8,265.41,265.64,266.17,266.67,266.58,267.13,267.19,267.21,267.61,268.79,268.78,268.77,269.88,270.71,271.9,271.4,271.8,272.1,271.67,272.0,271.0,271.0,270.0
长春市,645.74,651.04,657.5,667.29,676.78,683.79,686.87,691.23,699.64,705.73,712.5,718.23,724.0,731.5,739.26,745.95,752.53,756.5,758.89,761.8,756.9,752.7,754.6,753.83,753.0,749.0,751.0,754.0
长沙市,555.38,555.42,559.44,562.82,567.53,571.91,576.88,582.47,586.0,587.09,595.46,601.76,610.38,620.92,631.0,637.36,645.14,651.59,652.4,656.6,660.6,662.8,671.4,680.36,696.0,709.0,729.0,738.0
长治市,293.41,297.02,299.48,301.82,304.18,306.02,307.63,309.91,312.21,316.16,318.3,316.78,318.19,316.42,320.1,323.8,327.4,329.63,331.54,334.3,336.1,338.6,339.2,336.85,339.0,338.0,339.0,340.0
阜新市,185.56,186.45,187.38,188.79,190.07,190.97,191.27,191.37,192.08,192.57,192.96,193.02,192.8,192.68,192.97,193.07,192.46,192.27,192.38,192.1,191.6,191.1,191.0,189.47,189.0,186.0,185.0,184.0
阜阳市,25.75,161.73,164.93,167.25,1345.79,1360.04,563.16,1249.56,878.61,889.01,897.47,904.1,918.7,932.76,954.61,974.29,987.79,1000.5,1011.84,1025.8,1039.8,1053.2,1051.4,1042.65,1062.0,1070.0,1071.0,1077.0
防城港市,,71.79,72.62,73.75,74.78,75.54,76.08,77.09,76.31,77.75,78.31,78.85,79.84,79.82,82.21,83.32,84.76,86.92,91.24,91.4,91.6,93.0,94.2,95.61,97.0,98.0,99.0,100.0
阳江市,232.0,235.4,237.94,240.0,242.51,244.35,246.0,251.2,256.4,257.43,258.28,259.53,262.83,264.15,267.73,271.03,273.29,275.67,282.81,284.6,282.5,285.1,289.4,292.12,296.0,297.0,300.0,301.0
阳泉市,116.88,117.78,118.92,119.96,120.95,122.28,122.92,123.47,124.26,124.83,125.27,125.68,126.32,125.88,127.21,128.24,129.34,130.27,130.78,131.4,132.1,132.7,133.2,132.16,133.0,132.0,132.0,132.0
陇南市,,,,,,,,,,,,,270.93,272.49,274.12,275.75,277.44,279.17,281.78,283.2,284.9,282.8,283.2,285.76,288.0,287.0,288.0,286.0
随州市,,,156.71,159.22,160.13,,,,256.74,257.06,257.22,257.44,257.72,252.68,251.63,254.23,256.11,257.77,257.91,259.4,256.9,257.6,257.1,250.97,252.0,250.0,251.0,249.0
雅安市,30.27,30.66,31.09,31.16,31.49,,,,149.81,151.13,152.58,153.15,153.4,154.32,152.61,153.67,154.54,155.15,154.9,155.8,156.5,157.0,157.2,154.91,155.0,154.0,153.0,153.0
青岛市,673.11,675.35,678.53,684.63,690.27,695.44,699.57,702.97,706.65,710.5,715.65,720.68,731.12,740.91,749.38,757.99,761.56,762.92,763.64,766.4,769.6,773.7,780.6,783.09,791.0,803.0,818.0,831.0
鞍山市,329.38,331.52,333.87,336.23,338.02,339.21,339.62,340.26,344.24,344.23,344.7,345.28,346.94,347.64,348.95,350.25,351.42,352.03,351.79,351.6,350.4,349.8,348.2,346.05,346.0,344.0,342.0,340.0
韶关市,287.27,289.8,292.06,293.62,297.79,299.43,302.77,305.1,310.93,312.63,313.74,314.85,316.98,318.66,320.32,321.19,323.09,325.54,328.1,329.7,326.5,328.0,329.1,330.21,334.0,335.0,337.0,337.0
马鞍山市,109.97,111.33,112.87,114.19,115.24,116.12,116.55,118.14,119.01,120.05,122.12,124.09,124.39,125.64,126.57,127.32,128.1,128.61,129.1,228.6,228.4,228.4,227.2,228.5,229.0,229.0,229.0,229.0
驻马店市,26.07,26.73,27.69,28.53,29.7,,,,810.42,816.62,821.19,826.31,833.99,839.39,850.4,858.79,865.18,873.13,886.1,892.1,899.2,896.0,920.6,930.88,949.0,961.0,964.0,964.0
鸡西市,116.21,145.54,189.95,190.72,191.77,192.66,193.42,194.88,195.98,196.4,196.03,194.5,194.16,191.38,190.84,191.1,190.84,190.71,189.2,188.9,185.9,186.6,183.6,181.7,181.0,175.0,173.0,169.0
鹤壁市,124.56,126.27,126.86,129.21,130.68,132.42,134.86,136.85,142.42,144.22,144.92,146.31,148.83,150.5,151.04,154.1,157.74,159.79,162.05,164.1,163.1,165.9,166.9,168.74,170.0,170.0,171.0,171.0
鹤岗市,107.82,108.25,109.4,110.41,110.63,110.9,110.86,110.68,111.15,111.26,110.89,110.58,109.82,109.88,109.31,109.33,109.41,109.41,109.1,108.8,108.5,107.8,107.0,105.61,104.0,101.0,100.0,98.0
鹰潭市,98.08,98.95,100.0,101.1,101.78,102.58,103.32,104.09,106.4,107.82,108.5,109.97,111.58,111.15,112.95,114.9,116.11,119.82,121.92,122.0,124.0,124.7,126.9,127.26,128.0,128.0,129.0,129.0
黄冈市,,,68.37,69.27,704.88,713.9,722.25,730.06,726.7,722.73,724.0,724.7,726.34,726.3,728.94,730.98,735.14,739.61,742.41,746.3,748.2,750.2,741.4,744.42,747.0,740.0,741.0,738.0
黄山市,143.99,144.77,145.62,145.91,146.35,146.44,146.26,146.49,146.68,146.8,146.89,146.91,146.35,146.94,147.56,147.98,148.35,148.6,148.05,148.1,147.3,147.4,147.7,147.69,148.0,148.0,149.0,149.0
黄石市,134.74,139.5,142.67,145.32,237.87,242.83,247.01,249.36,247.82,252.65,253.32,253.81,254.92,252.13,254.36,255.39,257.31,258.56,260.14,260.1,261.5,262.3,265.1,267.97,270.0,271.0,273.0,273.0
黑河市,15.89,160.28,161.2,162.27,164.01,165.59,167.04,168.36,171.44,172.89,173.79,173.55,174.07,174.6,173.49,173.97,173.9,174.21,174.21,174.6,172.8,171.5,170.5,168.0,163.0,161.0,159.0,158.0
齐齐哈尔市,523.47,474.36,542.15,543.54,546.91,551.0,550.24,553.73,559.62,560.05,561.06,541.08,551.98,556.99,565.9,567.8,569.2,571.56,568.11,567.4,559.1,557.0,553.2,549.39,544.0,534.0,530.0,527.0
龙岩市,42.44,42.77,43.3,43.89,279.75,281.39,282.49,283.93,285.89,286.51,286.85,286.72,286.98,286.83,287.52,289.2,291.3,293.35,314.37,295.1,297.7,302.6,307.1,309.38,314.0,316.0,319.0,318.0
