,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
丽水市,72298.0,105162.0,152684.0,202757.0,227707.0,231481.0,235255.0,801434.0,1367613.0,1589669.0,1851028.0,2202878.0,2645690.0,3059863.0,3553709.0,4338900.0,5056756.0,5465482.0,6632932.0,7982174.0,8941046.0,9830769.0,10517517.0,11032922.0,12102414.0,13024532.0,13946650.0,14770000.0
丽江市,,,,,,,,,,,369480.0,414050.0,503780.0,603328.0,701749.0,848176.0,1011490.0,1206746.0,1435885.0,1785015.0,2122389.0,2488114.0,2618385.0,2896117.0,3092899.0,3300263.5,3507628.0,4730000.0
乌兰察布市,,,,,,,,,,,,1553002.0,1831763.0,2302063.0,2850871.0,3440007.0,4346864.0,5000100.0,5676016.0,6900415.0,7811700.0,8337947.0,8737258.0,9137748.0,9388700.0,8516950.0,7645200.0,8080000.0
乌海市,114548.0,163900.0,167980.0,216259.0,261888.0,306057.0,306057.0,338519.0,382203.0,439207.0,513994.0,676298.0,913666.0,1256046.0,1523965.0,1900400.0,2401000.0,3112080.0,3911235.0,4832452.0,5625710.0,5701293.0,6010187.0,5598322.0,5722261.0,5340810.5,4959360.0,5510000.0
乌鲁木齐市,870522.0,1135367.0,1405496.0,2007266.0,2169045.0,2320000.0,2320000.0,2487769.0,2750000.0,3150000.0,3544426.0,4085834.0,4842599.0,5625007.0,6543019.0,8202800.0,10203488.0,10945200.0,13385172.0,16900347.0,20040727.0,22028545.0,24614698.0,26316398.0,24589766.0,27793712.5,30997659.0,34130000.0
乐山市,847326.0,1094870.0,1342414.0,1946273.0,1218879.0,1317615.0,1317615.0,1404103.0,1460203.0,1610762.0,1798019.0,2155616.0,2657746.0,3067168.0,3664350.0,4529731.0,5623939.0,6190171.0,7439150.0,9180596.0,10377500.0,11347900.0,12075899.0,13012326.0,14065848.0,15108398.5,16150949.0,18630000.0
九江市,722766.0,995525.0,1107116.0,1700533.0,1928000.0,1704500.0,1704500.0,1919469.0,2130700.0,2326245.0,2633549.0,3067749.0,3567621.0,4289161.0,5062201.0,5925614.0,7005984.0,8313636.0,10320647.0,12564149.0,14201046.0,16017317.0,17799599.0,19026783.0,20961347.0,23981599.5,27001852.0,31210000.0
云浮市,,,1212443.0,1461823.0,1557306.0,1639954.0,1639954.0,1720537.0,1693674.0,1801652.0,1919831.0,2147012.0,2575959.0,2137294.0,2441995.0,2710105.0,3198566.0,3445051.0,4009741.0,4813671.0,5404494.0,6022990.0,6640048.0,7131416.0,7783051.0,8137167.5,8491284.0,9220000.0
亳州市,,,,,,,,,,,,,,,2987300.0,3355660.0,4042200.0,4319284.0,5127800.0,6266531.0,7156572.0,7910950.0,8836299.0,9426090.0,10461044.0,11616494.5,12771945.0,17490000.0
伊春市,262912.0,349096.0,407396.0,524807.0,587172.0,654330.0,654330.0,676912.0,726206.0,785572.0,853472.0,950709.0,1092023.0,1159296.0,1303332.0,1532188.0,1790114.0,1724616.0,2024407.0,2296836.0,2600327.0,2844921.0,2560255.0,2481966.0,2512167.0,2626845.0,2741523.0,2990000.0
佛山市,4295508.0,6211348.0,4363740.0,6374395.0,7245687.0,7825620.0,7825620.0,8337935.0,9572042.0,11038915.0,11759169.0,13815951.0,16564573.0,23831836.0,29281591.0,36051142.0,43333044.0,48208972.0,56515223.0,65802823.0,66130223.0,70101725.0,74415994.0,80039186.0,86300002.0,92829423.5,99358845.0,107510000.0
佳木斯市,432717.0,541787.0,766691.0,1093056.0,1192162.0,1303800.0,1303800.0,1327702.0,1464021.0,1642411.0,1847101.0,2008599.0,2362956.0,2415433.0,2785370.0,3368924.0,3985000.0,4326603.0,5124563.0,6253089.0,6682943.0,7921480.0,7659799.0,8101676.0,8450332.0,9285411.5,10120491.0,7630000.0
保定市,601686.0,796434.0,903523.0,4604259.0,5450860.0,5939500.0,5939500.0,6365742.0,7022238.0,7473056.0,8234564.0,9248071.0,11108786.0,10721423.0,11999550.0,13751799.0,15808884.0,17300023.0,20503000.0,24499000.0,27209000.0,29043115.0,30352036.0,30003400.0,34771269.0,35334577.0,35897885.0,37720000.0
保山市,32889.0,41340.0,129726.0,206705.0,239862.0,249816.0,259770.0,482012.5,704255.0,758640.0,810870.0,873000.0,980830.0,1174226.0,1354865.0,1623779.0,1940496.0,2216546.0,2608992.0,3196451.0,3899564.0,4497419.0,5009758.0,5519581.0,6133904.0,6757676.0,7381448.0,9610000.0
信阳市,105223.0,126804.0,144724.0,223122.0,258442.0,2288480.0,2288480.0,2389627.0,2610514.0,2636800.0,3119211.0,3471173.0,4342689.0,5085635.0,5883499.0,6990260.0,8667899.0,9289974.0,10918323.0,12576828.0,13973205.0,15811632.0,17573375.0,18777440.0,20378010.0,22127987.5,23877965.0,27580000.0
儋州市,,,,,,,,,,,,,,,,,,,,,,,,2317313.0,2577835.0,2903764.0,3229693.0,3580000.0
克拉玛依市,564447.0,914021.0,611807.0,785298.0,943710.0,906581.0,906581.0,1019903.0,1385868.0,1675526.0,1704788.0,2162707.0,2962020.0,3857256.0,4732562.0,5151297.0,6612062.0,4802909.0,7113531.0,8016855.0,8107054.0,8531091.0,8476725.0,6294299.0,6209989.0,7595704.5,8981420.0,9730000.0
六安市,86716.0,175285.0,308229.0,483184.0,512146.0,491533.0,470920.0,1791815.0,1709000.0,1806100.0,1962260.0,2090680.0,2531000.0,3128200.0,3563500.0,4352900.0,5339470.0,5840232.0,6761209.0,8210200.0,9182000.0,10102100.0,10958100.0,10164885.0,11081469.0,11981003.5,12880538.0,16200000.0
六盘水市,213826.0,313073.0,440223.0,567681.0,633885.0,683514.0,683514.0,745294.0,815053.0,905076.0,1011188.0,1170820.0,1510957.0,2075507.0,2539238.0,3008419.0,3842663.0,4301556.0,5006319.0,6138561.0,7386526.0,8821100.0,10427300.0,12010800.0,13137000.0,14196950.0,15256900.0,12660000.0
兰州市,1526022.0,1968100.0,1558911.0,2302500.0,2436800.0,2595092.0,2595092.0,2752498.0,3094316.0,3487465.0,3867843.0,4400803.0,5046500.0,5670437.0,6384705.0,7327581.0,8462811.0,9259821.0,11003898.0,13600299.0,15638180.0,17762823.0,20009389.0,20959920.0,22642318.0,24985845.5,27329373.0,28370000.0
内江市,751709.0,953124.0,1554181.0,2151484.0,2495789.0,1259093.0,1259093.0,1331242.0,1448017.0,1604308.0,1782231.0,2003189.0,2435401.0,2548349.0,3012878.0,3746111.0,4882791.0,5608849.0,6902791.0,8546836.0,9781812.0,10693429.0,11567723.0,11985784.0,12976712.0,13547116.5,14117521.0,14330000.0
包头市,1059268.0,1576900.0,1199943.0,1750012.0,1948881.0,2072078.0,2072078.0,2140579.0,2283658.0,2485728.0,3330196.0,4501914.0,6083255.0,8486991.0,10101178.0,12771982.0,17600038.0,21687980.0,24608100.0,30054000.0,34095400.0,35030200.0,36363100.0,37219300.0,38676300.0,34097100.0,29517900.0,27140000.0
北京市,9159007.0,12425600.0,10830377.0,16157300.0,18100900.0,20113100.0,20113100.0,21744600.0,24787600.0,28456500.0,32127100.0,36631000.0,42833100.0,68863101.0,78702835.0,93533200.0,104880500.0,121530000.0,141135800.0,162519300.0,178794000.0,195005600.0,213308300.0,230145900.0,256691300.0,279945543.5,303199787.0,353710000.0
北海市,191230.0,281506.0,768558.0,970487.0,1120003.0,1026208.0,1026208.0,1076779.0,1136811.0,1234378.0,1362296.0,1401429.0,1618918.0,1816197.0,1996407.0,2465826.0,3138785.0,3177113.0,3975762.0,4965849.0,6307923.0,7349971.0,8560135.0,8920837.0,10066500.0,11099755.0,12133010.0,13010000.0
十堰市,982533.0,1653696.0,1424126.0,1571601.0,1653804.0,1817257.0,1817257.0,1674498.0,1785023.0,2017700.0,2315200.0,2423400.0,2909600.0,3066300.0,3381500.0,4114200.0,4876426.0,5509600.0,7367800.0,8512500.0,9556800.0,10805900.0,12008200.0,13001200.0,14291500.0,15884850.0,17478200.0,20130000.0
南京市,4554867.0,6159745.0,4668613.0,6748997.0,7550549.0,8251263.0,8251263.0,8994202.0,10212983.0,11503034.0,12975725.0,15763300.0,19100000.0,24111100.0,27737800.0,32837300.0,37750000.0,42302608.0,51306500.0,61455200.0,72015700.0,80117800.0,88207500.0,97207700.0,105030200.0,116617100.0,128204000.0,140310000.0
南充市,132586.0,464233.0,833492.0,1158076.0,1346856.0,1468328.0,1468328.0,1585377.0,1767797.0,2000900.0,2191069.0,2503236.0,3070864.0,3352726.0,3964607.0,5081290.0,6019472.0,6862762.0,8278238.0,10294802.0,11803603.0,13285528.0,14320202.0,15162016.0,16514004.0,18287168.5,20060333.0,23220000.0
南宁市,700242.0,909065.0,1361036.0,2021974.0,2315969.0,2585733.0,2585733.0,2745506.0,2943002.0,3247856.0,3560670.0,5025271.0,5888588.0,7233557.0,8701481.0,10690099.0,13162137.0,15247144.0,18002613.0,22114358.0,25031812.0,28035444.0,31482973.0,34100859.0,37033300.0,38651176.5,40269053.0,45070000.0
南平市,233470.0,324069.0,1276070.0,1880653.0,2061769.0,2088527.0,2088527.0,2149324.0,2227808.0,2408847.0,2549835.0,2826381.0,3216960.0,3480016.0,3931859.0,4665770.0,5591439.0,6216534.0,7286525.0,8943055.0,9967580.0,11058215.0,12325593.0,13395148.0,14577378.0,16251254.0,17925130.0,19920000.0
南昌市,1184248.0,1651901.0,1791004.0,3010215.0,3600000.0,3800104.0,3800104.0,3998020.0,4351022.0,4856173.0,5523746.0,6410248.0,7704622.0,10077025.0,11838973.0,13898920.0,16600847.0,18375008.0,22001059.0,26888724.0,30005236.0,33360265.0,36679635.0,40000140.0,43549927.0,48148321.5,52746716.0,55960000.0
南通市,2908144.0,4343545.0,3451698.0,5304243.0,5774733.0,6244917.0,6244917.0,6704393.0,7364436.0,8092955.0,8873292.0,10067100.0,12260619.0,14720800.0,17583400.0,21118800.0,25101300.0,28728038.0,34656700.0,40802200.0,45586700.0,50388916.0,56526900.0,61483955.0,67682000.0,75976000.0,84270000.0,93830000.0
南阳市,196378.0,262884.0,2150052.0,3753541.0,4390280.0,2405946.0,4658731.0,2601554.0,5196645.0,5762789.0,6250672.0,7241573.0,8933215.0,10534299.0,12030522.0,13763321.0,16364296.0,17144914.0,19533562.0,22023132.0,23407260.0,24992201.0,26755709.0,28668156.0,31149653.0,33408693.5,35667734.0,38150000.0
厦门市,1274225.0,1734900.0,1890901.0,3084808.0,3718162.0,4180644.0,4180644.0,4582928.0,5018706.0,5583268.0,6483570.0,7596934.0,8832098.0,10065831.0,11680229.0,13878520.0,15600218.0,17372349.0,20600737.0,25393132.0,28170697.0,30181565.0,32735772.0,34660288.0,37842662.0,42878396.5,47914131.0,59950000.0
双鸭山市,277241.0,348058.0,426725.0,679044.0,752130.0,824068.0,824068.0,819887.0,840736.0,922687.0,1005654.0,1148876.0,1366325.0,1466204.0,1692288.0,2064301.0,2600512.0,2985082.0,3963504.0,5029164.0,5654312.0,5551063.0,4326831.0,4333342.0,4373971.0,4722023.0,5070075.0,4760000.0
台州市,,,2688297.0,4865936.0,5090663.0,5546349.0,5546349.0,6050030.0,6749875.0,7475941.0,8583079.0,9950324.0,11737943.0,12517703.0,14633068.0,17218413.0,19652660.0,20404529.0,24264533.0,27544144.0,29112616.0,31533369.0,33873783.0,35538533.0,38986594.0,43866645.0,48746696.0,51340000.0
合肥市,1130300.0,1533474.0,1318183.0,2115886.0,2489887.0,2704736.0,2704736.0,2944484.0,3247340.0,3634412.0,4128065.0,4849623.0,5897000.0,8535700.0,10737600.0,13346102.0,16648400.0,21021200.0,27016100.0,36366000.0,41643400.0,46729100.0,51805600.0,56602700.0,62743777.0,70486419.0,78229061.0,94090000.0
吉安市,120333.0,154200.0,118732.0,170596.0,175567.0,182333.5,189100.0,874040.0,1558980.0,1648891.0,1800000.0,2067244.0,2428600.0,3031422.0,3517803.0,4060052.0,5050046.0,5841087.0,7205251.0,8790619.0,10062610.0,11239013.0,12421109.0,13285198.0,14613721.0,16018006.5,17422292.0,20850000.0
吉林市,1700959.0,2182607.0,1815115.0,2695549.0,2868190.0,3307965.0,3307965.0,3520901.0,4011802.0,4464432.0,5150813.0,6001038.0,7037040.0,6296913.0,7288301.0,10080128.0,13000948.0,15004776.0,18006376.0,22080487.0,24300668.0,26174061.0,23795605.0,23941860.0,24535091.0,23318738.5,22102386.0,14170000.0
吐鲁番市,,,,,,,,,,,,,,,,,,,,,,,,,,,3105938.0,3840000.0
吕梁市,,,,,,,,,,,,1349617.0,1795855.0,3095173.0,4057513.0,5076745.0,6296438.0,6115606.0,8455392.0,11307118.0,12304159.0,12286015.0,11013462.0,9558013.0,9953079.0,12078137.0,14203195.0,15120000.0
吴忠市,58433.0,69055.0,76516.0,125607.0,146808.0,716528.0,716528.0,785000.0,917834.0,1010000.0,960000.0,1270346.0,922147.0,981093.0,1196379.0,1388272.0,1729879.0,1858945.0,2169973.0,2719592.0,3150281.0,3519276.0,3834317.0,4048073.0,4424283.0,4884809.5,5345336.0,5800000.0
周口市,88005.0,118074.0,129008.0,195647.0,234161.0,240582.5,247004.0,1830866.0,3414728.0,3734029.0,4135687.0,4034625.0,5219821.0,5954976.0,6777441.0,7985380.0,9841251.0,10653712.0,12283024.0,14074894.0,15747181.0,17906548.0,19920815.0,20896975.0,22638615.0,24755357.5,26872100.0,31980000.0
呼伦贝尔市,,,,,,,,,,,,,2617890.0,3240831.0,3950600.0,5050392.0,6326600.0,7792653.0,9320138.0,11453101.0,13358200.0,14305520.0,15222009.0,15989500.0,16208500.0,14368750.0,12529000.0,11930000.0
呼和浩特市,457008.0,673480.0,784542.0,1137346.0,1280130.0,1430164.0,1430164.0,1564299.0,1791495.0,2111188.0,3167000.0,4062029.0,5121000.0,7436618.0,9000845.0,11011331.0,13163700.0,16439925.0,18657116.0,21772669.0,24755700.0,27103900.0,28940500.0,30905200.0,31735900.0,30385450.0,29035000.0,27910000.0
咸宁市,100482.0,129544.0,143309.0,147629.0,180122.0,,,1225046.0,1330699.0,1447700.0,1565900.0,1736800.0,2050000.0,2038300.0,2341500.0,2867400.0,3591900.0,4051500.0,5203300.0,6520100.0,7609900.0,8721100.0,9642500.0,10300700.0,11079300.0,12351750.0,13624200.0,15950000.0
咸阳市,727253.0,957300.0,1151845.0,1727802.0,1838545.0,1998952.0,1998952.0,2081979.0,2282095.0,2319108.0,2500400.0,2876431.0,3385620.0,4325160.0,4839650.0,5858860.0,7645560.0,8732000.0,10986810.0,13613200.0,15736770.0,18603870.0,20773400.0,21559100.0,23909700.0,23837115.0,23764530.0,21950000.0
哈密市,,,,,,,,,,,,,,,,,,,,,,,,,,,5366085.0,6050000.0
哈尔滨市,2327322.0,2818381.0,3118609.0,6373925.0,7462006.0,8161672.0,8161672.0,8832800.0,10027000.0,11201156.0,12321276.0,14147991.0,16804635.0,18304514.0,20940751.0,24368044.0,28681851.0,31755391.0,36648538.0,42421894.0,45502155.0,50170491.0,53400715.0,57512119.0,61016096.0,62010445.0,63004794.0,52490000.0
唐山市,2225508.0,3330244.0,3864908.0,6072800.0,7108752.0,7811579.0,7811579.0,8325611.0,9150473.0,10064571.0,11022878.0,12953220.0,16263343.0,20276374.0,23621410.0,27794190.0,35611900.0,38127192.0,44691588.0,54424541.0,58616363.0,61212139.0,62253023.0,61030601.0,63548675.0,66549187.5,69549700.0,68900000.0
商丘市,119023.0,138213.0,137901.0,224626.0,2248588.0,4658731.0,2405946.0,4849380.0,2850119.0,3183780.0,3427291.0,3397493.0,4558370.0,5607773.0,6509783.0,7656721.0,9313905.0,9955475.0,11437913.0,13083722.0,13972750.0,15382197.0,16976370.0,18121623.0,19891538.0,21890942.0,23890346.0,29110000.0
商洛市,,,,,,,,,,626000.0,656300.0,755900.0,871500.0,1001550.0,1141600.0,1357980.0,1740360.0,2251190.0,2859000.0,3628750.0,4233100.0,5108800.0,5762670.0,6218310.0,6992980.0,7620325.0,8247670.0,8370000.0
嘉兴市,1915110.0,2999160.0,2559932.0,3816972.0,4197460.0,4450356.0,4450356.0,4718859.0,5410181.0,6042610.0,7064295.0,8580276.0,10505564.0,11596615.0,13466481.0,15853145.0,18152979.0,19180282.0,23002027.0,26770874.0,28905730.0,31476636.0,33526045.0,35178068.0,38621104.0,43670470.0,48719836.0,53700000.0
嘉峪关市,123458.0,217172.0,120306.0,139685.0,161659.0,160450.0,160450.0,168848.0,179307.0,206425.0,240336.0,317731.0,444385.0,813069.0,986572.0,1201845.0,1441043.0,1600500.0,1843192.0,2355352.0,2691460.0,2262175.0,2430618.0,1900441.0,1534089.0,2265144.5,2996200.0,2830000.0
四平市,519299.0,643734.0,1003768.0,1328230.0,1480047.0,1578395.0,1578395.0,1644020.0,1565766.0,1794311.0,1999885.0,2313066.0,2794099.0,3307059.0,3801684.0,4752497.0,5965476.0,6585947.0,7795527.0,9845977.0,11228017.0,12103434.0,12103150.0,12332487.0,11938035.0,10690638.5,9443242.0,7960000.0
固原市,,,,,,,,,,,309648.0,375938.0,358573.0,448776.0,519279.0,618352.0,757929.0,879280.0,1040310.0,1337454.0,1584544.0,1829501.0,2010289.0,2170391.0,2398058.0,2715001.0,3031944.0,3230000.0
大同市,715372.0,1051000.0,1066252.0,1454879.0,1556877.0,1709372.0,1709372.0,1569588.0,1701829.0,1902003.0,2183851.0,2515415.0,3047269.0,3702507.0,4059573.0,4908465.0,5696268.0,5962587.0,6959095.0,8435722.0,9313878.0,9674311.0,10017256.0,10533703.0,10257962.0,11488780.0,12719598.0,13190000.0
大庆市,3030231.0,4065100.0,3865112.0,4919572.0,5839460.0,6115900.0,6115900.0,7129370.0,10293517.0,10778546.0,10307150.0,11256009.0,12395380.0,14007195.0,16203336.0,18222781.0,22203734.0,21200036.0,29000642.0,37415389.0,40010695.0,41814993.0,40775057.0,29834587.0,26100031.0,27055807.0,28011583.0,25680000.0
大连市,3412839.0,4755643.0,5281064.0,7330704.0,8290000.0,9262684.0,9262684.0,10030806.0,11107700.0,12356400.0,14061000.0,16325900.0,19617621.0,21522328.0,25696699.0,31306789.0,38582471.0,43495050.0,51581621.0,61506265.0,70028306.0,76507861.0,76555761.0,77316363.0,68101998.0,72393410.5,76684823.0,70020000.0
天水市,225130.0,292351.0,457707.0,671198.0,611920.0,722019.0,722019.0,736297.0,803094.0,875000.0,975060.0,1080145.0,1254685.0,1461676.0,1663925.0,1962073.0,2265698.0,2600022.0,3002285.0,3575508.0,4128747.0,4543365.0,5228228.0,5537728.0,5905136.0,6212839.0,6520542.0,6330000.0
天津市,7223454.0,10680857.0,7251400.0,11024000.0,12404000.0,13363800.0,13363800.0,14500600.0,16393600.0,18401000.0,20511600.0,24476600.0,29318800.0,36976200.0,43591500.0,50504000.0,63543800.0,75218500.0,92244600.0,113072800.0,128938800.0,143701600.0,157269300.0,165381900.0,178853900.0,183475150.0,188096400.0,141040000.0
太原市,1692039.0,2207219.0,1905966.0,2917832.0,3103600.0,3230836.0,3230836.0,3326763.0,3474579.0,3863400.0,4328880.0,5157089.0,6404993.0,8931620.0,10136482.0,12549447.0,14680851.0,15452409.0,17780539.0,20801243.0,23114326.0,24128724.0,25310917.0,27353442.0,29556045.0,34200411.5,38844778.0,40290000.0
威海市,1548879.0,2684493.0,2824300.0,4071200.0,4775900.0,5307000.0,5307000.0,5008000.0,5608914.0,6271016.0,7035039.0,8360200.0,10088100.0,11697700.0,13685270.0,15834545.0,17803493.0,17803493.0,19447000.0,21109500.0,23378600.0,25496900.0,27903400.0,30015700.0,32122000.0,34268400.0,36414800.0,29640000.0
娄底市,219249.0,395300.0,288705.0,324510.0,347994.0,,,1874071.0,1685355.0,1800628.0,1892986.0,2112509.0,2672073.0,3111113.0,3591162.0,4233519.0,5284038.0,5683129.0,6787067.0,8472625.0,10026518.0,11181729.0,12108581.0,12916626.0,14001393.0,14702765.0,15404137.0,16410000.0
孝感市,96363.0,714993.0,1554618.0,2606778.0,2988623.0,3370203.0,3370203.0,2724736.0,2625108.0,2878000.0,3140600.0,3435500.0,3812900.0,3602300.0,4041503.0,4808000.0,5930600.0,6728800.0,8006700.0,9581600.0,11051600.0,12389300.0,13547200.0,14572000.0,15766900.0,17447950.0,19129000.0,23010000.0
宁德市,23144.0,34424.0,128328.0,232181.0,280623.0,299621.0,318619.0,1252949.0,2187279.0,2362256.0,2440598.0,2698690.0,3090407.0,3435992.0,3839988.0,4574559.0,5426716.0,6122829.0,7386099.0,9301166.0,10777262.0,12387205.0,13760938.0,14873590.0,16231142.0,17829546.5,19427951.0,24520000.0
宁波市,3531475.0,5018200.0,4635058.0,7958607.0,8974306.0,9734402.0,9734402.0,10417362.0,11757538.0,13126854.0,15003435.0,17868542.0,21580377.0,24493099.0,28744435.0,34350042.0,39640472.0,43293025.0,51630017.0,60592409.0,65822064.0,71288672.0,76102816.0,80036103.0,86864911.0,97159771.5,107454632.0,119850000.0
安庆市,711328.0,948897.0,1382562.0,2051207.0,2522000.0,2479773.0,2479773.0,2482255.0,2524416.0,2641430.0,2852141.0,3204307.0,3920200.0,4296400.0,4942100.0,5876612.0,7047175.0,7706600.0,9881100.0,12157400.0,13597027.0,14182282.0,15443170.0,14174300.0,15311776.0,17243813.0,19175850.0,23810000.0
安康市,53780.0,83818.0,156878.0,191489.0,200188.0,214505.0,228822.0,508304.0,787786.0,805200.0,903600.0,1036010.0,1195450.0,1378500.0,1572362.0,1873700.0,2336744.0,2749450.0,3270630.0,4071700.0,4969080.0,6045520.0,6894370.0,7724590.0,8428616.0,9883158.0,11337700.0,11820000.0
安阳市,905943.0,1408621.0,1516066.0,2134862.0,2175825.0,2212881.0,2212881.0,2312626.0,2560095.0,2798274.0,3126410.0,3617866.0,4634693.0,5574577.0,6460021.0,8078243.0,10360548.0,11248807.0,13155890.0,14866057.0,15668969.0,16836494.0,17918143.0,18844808.0,20298494.0,22115366.0,23932238.0,22290000.0
安顺市,112447.0,120676.0,143242.0,186891.0,201558.0,213715.5,225873.0,405222.0,584571.0,635033.0,707276.0,787506.0,877905.0,1060334.0,1237372.0,1457813.0,1676482.0,1957038.0,2329210.0,2855509.0,3526171.0,4291600.0,5200600.0,6254100.0,7013500.0,7753750.0,8494000.0,9240000.0
定西市,,,,,,,,,,,,560458.0,630590.0,713036.0,807964.0,1001031.0,1056400.0,1319394.0,1560193.0,1869420.0,2232711.0,2522182.0,2901643.0,3049178.0,3310768.0,3436688.5,3562609.0,4160000.0
宜宾市,201921.0,269092.0,295501.0,496765.0,1510914.0,1681675.0,1681675.0,1786385.0,2006572.0,2293905.0,2583049.0,2910202.0,3490282.0,3700352.0,4280679.0,5290450.0,6458619.0,7207800.0,8708472.0,10911801.0,12427582.0,13428937.0,14438115.0,15259043.0,16530529.0,18397118.0,20263707.0,26020000.0
宜昌市,900905.0,1216683.0,1569956.0,2813983.0,3396355.0,3776284.0,3776284.0,3461031.0,3794924.0,4103443.0,4440603.0,4913566.0,5886758.0,6080600.0,6949100.0,8209000.0,10265600.0,12723300.0,15473200.0,21406900.0,25088900.0,28180700.0,31322100.0,33848000.0,37093600.0,38867700.0,40641800.0,44610000.0
