,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
那曲市,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0
邯郸市,114.72,116.64,118.97,121.42,124.47,126.96,128.7,130.14,133.1,134.89,137.1,138.21,139.12,140.85,144.19,145.64,146.67,147.4,148.15,148.8,148.1,139.4,174.1,175.71,381.0,379.0,365.0,382.0
邵阳市,53.43,53.98,54.78,55.47,56.12,58.11,58.76,59.47,60.61,60.86,61.35,63.37,67.04,66.57,65.51,65.34,66.53,67.3,69.19,69.6,69.1,69.1,69.7,70.06,70.0,70.0,70.0,69.0
郑州市,176.02,179.86,188.05,192.1,195.28,200.0,203.93,209.62,218.96,229.03,236.71,239.85,251.72,255.55,261.2,269.59,276.75,285.01,510.0,529.8,587.2,517.1,533.2,343.7,354.0,367.0,384.0,397.0
郴州市,23.78,24.42,58.12,59.35,60.37,61.24,61.72,62.27,62.69,65.52,63.89,68.56,64.15,65.32,65.7,66.0,66.32,66.62,72.01,72.6,73.3,73.7,75.5,76.86,78.0,78.0,80.0,80.0
鄂尔多斯市,21.3,21.66,,,,,,,,19.72,20.55,21.94,22.63,23.06,23.73,24.34,24.83,25.31,26.02,26.3,26.3,26.9,27.4,28.08,29.0,30.0,30.0,31.0
鄂州市,95.0,97.01,98.29,99.92,100.66,101.37,103.17,103.86,102.27,103.3,103.64,104.33,105.32,104.32,106.44,107.01,106.82,107.24,108.46,109.4,109.4,109.8,110.2,110.29,111.0,111.0,111.0,112.0
酒泉市,30.57,30.73,31.12,31.55,31.91,,,,,,33.84,34.21,34.56,34.87,35.25,35.97,36.42,40.12,40.38,40.6,40.7,40.9,41.3,41.5,41.0,41.0,41.0,41.0
重庆市,302.96,306.42,309.71,546.26,551.36,558.4,836.57,843.23,896.49,903.09,999.05,1010.12,1017.57,1029.77,1510.99,1526.02,1534.5,1542.77,1542.77,1770.6,1779.1,1787.0,1943.9,2129.09,2449.0,2451.0,2465.0,2479.0
金华市,29.7,30.18,30.8,31.46,32.32,33.14,33.81,34.71,35.89,91.34,91.98,92.18,92.21,92.16,92.21,92.25,92.38,92.7,93.19,93.6,93.9,94.6,95.1,96.1,97.0,98.0,99.0,100.0
金昌市,16.03,16.66,17.15,17.74,18.28,18.44,19.02,19.27,20.52,20.67,20.8,20.82,20.94,21.05,21.15,21.39,21.41,21.53,20.42,23.0,23.1,23.1,23.2,20.75,21.0,21.0,21.0,21.0
钦州市,106.44,107.5,108.39,109.76,111.52,112.86,113.83,115.445,117.06,118.07,119.34,120.32,122.63,122.08,124.85,128.02,129.67,134.79,138.06,142.1,141.6,146.3,147.0,147.73,150.0,151.0,152.0,154.0
铁岭市,34.43,35.47,36.11,36.93,37.52,37.52,41.97,42.41,42.94,43.08,43.35,43.4,43.55,43.91,44.25,44.5,44.6,44.69,44.59,44.6,44.1,43.9,43.8,43.52,43.0,43.0,43.0,42.0
铜仁市,,,,,,,,,,,,,,,,,,,,45.5,45.5,46.1,46.7,47.38,98.0,49.0,50.0,51.0
铜川市,41.99,42.28,42.47,42.81,43.02,43.64,44.16,44.22,44.52,44.7,74.53,74.78,75.13,75.03,75.2,75.39,76.06,75.72,75.98,76.0,75.9,76.1,74.8,74.38,74.0,73.0,71.0,70.0
铜陵市,29.17,29.56,30.91,31.8,32.02,32.42,33.11,34.1,34.82,35.64,38.37,39.02,39.66,42.76,43.43,43.91,44.08,44.95,44.83,44.8,44.8,45.2,44.9,44.81,74.0,74.0,74.0,91.0
银川市,50.13,51.34,53.13,54.49,55.86,57.34,58.6,59.38,64.17,65.49,69.28,71.82,75.82,79.03,87.97,86.08,88.84,91.42,94.86,97.2,100.2,103.4,106.4,108.91,113.0,116.0,120.0,125.0
锦州市,74.6,75.57,76.68,78.37,79.86,80.88,81.34,82.19,83.33,84.39,84.51,86.66,87.08,87.55,88.19,91.75,92.86,93.38,93.35,93.7,93.8,97.7,93.7,97.19,97.0,96.0,95.0,95.0
镇江市,50.03,50.99,51.76,52.46,54.25,58.15,59.27,61.14,62.54,62.82,100.04,100.51,101.36,102.0,102.72,102.82,102.81,103.45,103.53,103.7,103.3,103.3,103.4,103.18,103.0,103.0,103.0,103.0
长春市,215.6,218.77,223.71,269.96,274.17,278.81,282.69,286.64,292.83,298.02,303.94,310.01,314.7,337.22,348.77,358.13,330.22,362.32,362.75,364.8,363.0,363.8,365.9,436.11,436.0,438.0,442.0,445.0
长沙市,137.27,138.71,142.26,145.45,160.38,163.44,166.91,171.46,175.41,180.77,188.98,196.26,202.47,208.65,214.6,218.75,238.32,240.95,241.73,296.8,297.9,299.3,303.5,318.5,328.0,340.0,356.0,364.0
长治市,53.14,54.28,55.17,56.11,57.44,58.41,59.35,60.62,61.44,65.34,65.76,66.38,66.14,67.68,68.69,68.2,69.5,69.8,72.71,73.1,70.7,71.0,74.0,73.47,74.0,74.0,75.0,157.0
阜新市,74.68,75.2,75.89,76.45,77.01,77.62,77.83,77.83,78.22,78.39,78.37,78.2,77.99,78.18,78.25,78.04,77.89,77.59,78.88,78.1,77.9,77.5,77.2,76.42,76.0,75.0,74.0,74.0
阜阳市,25.75,161.73,164.93,167.25,169.44,171.25,162.2,174.93,176.55,179.72,181.77,183.3,185.2,187.24,194.95,197.87,201.08,204.23,206.96,210.1,213.5,216.0,224.0,222.55,226.0,229.0,230.0,232.0
防城港市,,52.12,52.82,53.81,45.61,46.09,46.44,46.68,45.92,47.23,47.44,47.44,48.16,48.71,49.13,49.85,50.74,51.86,53.94,54.2,54.4,55.3,55.9,56.75,58.0,58.0,59.0,59.0
阳江市,47.2,48.6,49.46,50.12,50.99,51.57,52.14,53.335,54.53,54.91,55.22,62.86,63.31,63.5,64.68,65.38,66.21,66.81,68.36,68.8,67.7,68.6,69.5,120.26,121.0,122.0,123.0,124.0
阳泉市,56.83,57.46,58.4,59.33,60.19,61.3,62.0,62.58,63.15,63.86,64.3,64.96,65.36,65.64,66.42,67.21,68.02,68.76,69.12,69.7,70.2,70.7,70.9,70.02,70.0,70.0,70.0,69.0
陇南市,,,,,,,,,,,,,53.38,53.71,54.05,54.41,54.77,55.16,58.02,58.2,58.5,56.0,56.3,56.23,60.0,57.0,57.0,60.0
随州市,150.96,154.02,156.71,159.22,160.13,,,,165.54,165.7,165.71,165.82,165.97,161.27,159.66,161.34,162.58,64.68,65.36,66.2,45.3,49.9,50.1,52.56,53.0,53.0,66.0,66.0
雅安市,30.27,30.66,31.09,31.16,31.49,,,,32.51,32.94,33.56,34.14,33.82,34.3,34.83,35.1,35.2,35.19,34.94,34.7,62.5,62.4,62.8,62.21,62.0,62.0,62.0,62.0
青岛市,209.28,212.06,214.98,218.37,223.86,227.23,229.58,231.94,234.6,237.62,241.74,246.77,258.4,265.43,271.0,275.55,276.25,275.47,275.5,277.1,363.9,366.4,370.5,372.84,379.0,448.5,518.0,529.0
鞍山市,140.93,142.18,143.16,144.19,144.94,145.46,145.56,145.5,145.9,145.53,145.54,145.48,146.07,146.17,146.7,147.35,147.34,147.24,146.85,152.1,151.9,151.4,151.2,150.1,150.0,149.0,148.0,146.0
韶关市,43.8,45.41,46.42,47.25,47.38,47.97,49.46,50.6,52.37,52.97,53.07,53.42,90.09,90.71,90.9,91.2,91.48,92.09,93.07,93.5,92.1,92.4,92.7,92.67,92.0,92.0,92.0,92.0
马鞍山市,45.79,46.69,47.74,48.7,49.35,50.02,50.45,51.3,51.98,52.93,55.12,57.16,59.9,60.99,61.78,62.43,63.08,63.61,63.87,63.9,82.1,82.4,82.2,82.25,83.0,83.0,82.0,82.0
驻马店市,26.07,26.73,27.69,28.53,29.7,,,,32.45,32.86,57.04,57.74,58.87,60.27,61.7,62.93,64.09,66.14,67.5,91.9,81.5,80.6,83.3,84.31,86.0,85.0,85.0,86.0
鸡西市,88.37,89.3,90.42,90.52,90.77,91.15,91.8,91.99,92.41,92.0,91.87,91.32,90.63,89.76,89.11,90.87,88.46,88.11,87.9,87.3,85.5,85.2,84.5,83.32,83.0,80.0,78.0,76.0
鹤壁市,38.37,39.37,39.53,40.19,40.9,41.57,47.65,48.61,50.7,51.22,51.55,52.17,52.21,52.81,52.58,54.92,55.73,60.97,61.81,62.7,61.5,62.6,63.2,63.97,65.0,65.0,65.0,65.0
鹤岗市,67.52,67.87,68.81,69.39,69.44,69.38,69.54,69.27,69.68,69.6,69.12,68.91,68.37,68.46,68.45,67.94,67.95,67.87,67.6,67.3,67.3,66.8,66.0,64.86,64.0,62.0,61.0,60.0
鹰潭市,14.07,14.49,15.0,15.73,15.95,16.33,16.62,16.92,17.53,18.01,18.2,18.48,18.98,19.26,19.84,20.6,20.49,22.23,23.63,22.9,23.2,23.4,23.7,23.74,24.0,24.0,24.0,64.0
黄冈市,,,68.37,69.27,34.03,35.2,36.6,36.78,35.64,35.32,35.75,36.25,36.69,37.19,37.34,36.87,36.68,36.8,36.67,36.1,35.6,35.6,35.1,34.82,35.0,35.0,35.0,35.0
黄山市,38.47,38.88,39.36,39.5,39.89,40.09,40.17,40.6,40.84,41.05,41.21,41.44,41.58,42.07,42.74,43.19,43.47,43.599999999999994,43.73,43.9,43.8,44.0,44.3,45.07,45.0,46.0,46.0,47.0
黄石市,53.08,57.02,58.69,61.81,62.65,63.8,64.21,64.18,65.3,65.51,65.92,66.09,66.79,63.2,63.31,63.68,63.73,71.54,71.43,71.5,71.6,62.8,84.0,84.63,85.0,134.0,135.0,62.0
黑河市,15.89,16.24,16.64,17.11,17.62,17.87,18.05,18.14,18.4,18.75,19.18,19.39,19.79,19.0,18.78,19.14,19.18,19.21,19.21,19.0,18.9,21.0,21.5,20.0,19.0,19.0,18.0,18.0
齐齐哈尔市,139.84,140.42,141.07,141.68,142.27,142.98,142.69,143.36,143.65,143.98,143.85,142.67,142.64,142.04,144.22,142.72,142.49,141.99,141.51,140.7,139.1,138.4,138.2,136.59,136.0,134.0,132.0,131.0
龙岩市,42.44,42.77,43.3,43.89,44.41,44.91,45.11,45.35,45.75,45.89,46.01,46.24,46.61,46.73,47.02,47.37,47.6,47.81,59.03,48.6,49.1,49.8,50.5,101.73,103.0,104.0,106.0,107.0
